anchor,jnd,mean,normality,samples,samples_no,sequence_index,standard_deviation,frame
27,32,35.0625,1,"[33, 35, 37, 30, 37, 38, 38, 31, 38, 36, 35, 38, 37, 37, 28, 32, 37, 39, 33, 36, 31, 38, 35, 32, 38, 35, 39, 36, 28, 36, 38, 31]",32,24,3.192102149,24
30,35,36.5,1,"[38, 41, 41, 40, 36, 33, 35, 35, 37, 38, 37, 36, 38, 40, 38, 36, 37, 31, 33, 37, 33, 40, 35, 31, 33, 37, 41, 35, 38, 35, 38, 35]",32,25,2.759149004,24
28,32,34.375,1,"[33, 30, 35, 34, 36, 30, 32, 33, 30, 35, 39, 38, 37, 37, 39, 32, 32, 29, 35, 35, 36, 30, 38, 39, 33, 36, 35, 35, 38, 34, 35, 30]",32,26,2.981123408,24
28,32,34.09375,1,"[34, 39, 33, 32, 38, 32, 39, 37, 35, 29, 35, 29, 29, 32, 34, 37, 32, 37, 37, 33, 32, 32, 37, 29, 34, 37, 39, 33, 31, 39, 36, 29]",32,27,3.29573894,24
29,33,35.16666667,1,"[37, 34, 39, 33, 31, 37, 31, 34, 36, 30, 37, 40, 40, 38, 38, 34, 33, 37, 36, 37, 34, 34, 36, 34, 40, 31, 36, 32, 30, 36]",30,28,2.9604675,24
27,32,34.78125,1,"[36, 30, 37, 36, 30, 39, 33, 37, 30, 34, 38, 33, 35, 36, 31, 39, 38, 31, 38, 33, 33, 29, 39, 34, 35, 32, 32, 39, 38, 39, 37, 32]",32,29,3.200144906,24
29,33,35.40625,1,"[36, 34, 31, 35, 36, 35, 36, 35, 39, 34, 35, 36, 31, 37, 38, 38, 34, 31, 34, 36, 39, 36, 36, 37, 31, 39, 40, 31, 39, 34, 38, 32]",32,30,2.662273767,24
31,35,36.96875,1,"[41, 37, 37, 37, 37, 40, 35, 38, 41, 39, 40, 32, 32, 32, 40, 37, 41, 37, 40, 35, 41, 35, 32, 36, 35, 39, 37, 34, 33, 36, 38, 39]",32,31,2.879116968,24
28,32,34.67741935,1,"[37, 34, 36, 32, 35, 38, 30, 33, 34, 31, 35, 34, 29, 39, 39, 33, 38, 38, 37, 34, 39, 34, 34, 30, 35, 33, 39, 37, 29, 30, 39]",31,32,3.197781489,30
28,33,34.90625,1,"[29, 30, 37, 34, 36, 36, 34, 36, 35, 38, 34, 39, 33, 34, 31, 31, 38, 39, 31, 35, 37, 39, 35, 31, 33, 34, 34, 36, 40, 34, 36, 38]",32,33,2.855208879,30
29,33,35.75,1,"[40, 32, 36, 40, 33, 34, 40, 34, 32, 38, 40, 40, 39, 40, 37, 32, 38, 37, 35, 30, 30, 37, 31, 37, 37, 33, 36, 34, 34, 36, 33, 39]",32,34,3.18261406,30
28,33,35.25,0,"[40, 39, 34, 38, 33, 32, 34, 33, 35, 35, 34, 32, 37, 38, 33, 39, 37, 30, 39, 30, 40, 40, 30, 39, 33, 36, 33, 37, 32, 39, 34, 33]",32,35,3.18261406,24
28,32,34.0625,1,"[33, 35, 32, 33, 31, 37, 32, 33, 35, 35, 32, 32, 29, 38, 34, 35, 38, 39, 36, 38, 31, 33, 35, 33, 32, 31, 29, 39, 36, 38, 31, 35]",32,36,2.827714226,24
29,34,35.90322581,1,"[33, 34, 37, 34, 37, 35, 32, 34, 39, 37, 38, 39, 38, 36, 34, 37, 39, 40, 39, 36, 30, 31, 35, 38, 38, 38, 39, 32, 38, 36, 30]",31,37,2.856044336,24
29,33,35.40625,1,"[34, 39, 36, 38, 35, 30, 38, 40, 31, 35, 37, 31, 34, 39, 37, 37, 40, 33, 35, 33, 36, 31, 37, 30, 37, 37, 40, 31, 39, 36, 34, 33]",32,38,3.067618336,30
30,34,36.28125,1,"[31, 36, 38, 32, 38, 34, 39, 39, 31, 33, 40, 37, 36, 34, 39, 40, 40, 32, 35, 36, 37, 35, 38, 36, 35, 34, 40, 32, 37, 40, 40, 37]",32,39,2.887507855,30
31,36,37.5,1,"[36, 40, 41, 36, 37, 40, 32, 37, 36, 40, 37, 39, 39, 39, 39, 41, 35, 38, 40, 37, 41, 32, 34, 38, 35, 38, 40, 33, 36, 40, 38, 36]",32,40,2.55267096,30
30,35,37,1,"[40, 37, 41, 38, 32, 40, 31, 36, 39, 39, 31, 32, 36, 39, 37, 31, 37, 35, 41, 38, 39, 39, 36, 41, 37, 39, 38, 40, 40, 32, 35, 38]",32,41,3.141809629,24
30,34,35.82758621,1,"[32, 37, 35, 33, 35, 37, 38, 35, 32, 36, 34, 39, 36, 37, 34, 31, 40, 38, 33, 36, 40, 35, 39, 39, 39, 35, 34, 37, 33]",29,42,2.53643402,24
28,32,33.6875,1,"[32, 33, 36, 35, 33, 35, 35, 35, 38, 37, 30, 30, 36, 32, 33, 33, 34, 39, 34, 37, 29, 32, 29, 29, 36, 35, 32, 35, 34, 31, 36, 33]",32,43,2.632765013,24
28,33,36.03225806,1,"[39, 40, 38, 39, 40, 38, 29, 31, 32, 37, 35, 34, 34, 34, 40, 40, 35, 34, 40, 37, 35, 35, 39, 31, 30, 30, 40, 40, 38, 33, 40]",31,44,3.582214129,24
29,34,36.53125,1,"[39, 37, 39, 35, 39, 34, 30, 40, 37, 40, 40, 36, 40, 31, 30, 34, 35, 40, 35, 39, 40, 38, 37, 39, 38, 34, 39, 33, 39, 32, 31, 39]",32,45,3.272410328,24
27,31,33.625,1,"[38, 30, 32, 29, 28, 32, 34, 37, 39, 31, 35, 33, 35, 38, 36, 30, 34, 32, 39, 32, 31, 34, 32, 30, 36, 29, 36, 33, 34, 32, 36, 39]",32,46,3.149500728,24
28,33,35.09375,1,"[38, 31, 30, 38, 36, 39, 37, 36, 36, 38, 40, 32, 33, 35, 39, 33, 37, 30, 31, 33, 36, 34, 32, 36, 36, 36, 39, 35, 35, 34, 33, 35]",32,47,2.739900811,24
29,34,35.80645161,1,"[35, 36, 35, 34, 36, 40, 33, 38, 39, 38, 30, 40, 32, 33, 32, 35, 37, 32, 36, 38, 37, 36, 40, 36, 36, 36, 39, 37, 34, 35, 35]",31,48,2.548455151,24
28,33,34.75,1,"[34, 30, 32, 30, 34, 40, 35, 38, 38, 37, 37, 35, 30, 35, 35, 36, 35, 33, 34, 39, 35, 33, 33, 39, 38, 30, 34, 35, 35, 31, 36, 36]",32,49,2.747432819,24
29,33,34.96875,1,"[31, 34, 36, 34, 39, 37, 33, 36, 34, 34, 37, 39, 39, 32, 34, 35, 37, 30, 30, 34, 40, 31, 34, 35, 33, 40, 34, 37, 37, 38, 34, 31]",32,50,2.856620776,24
