anchor,jnd,mean,normality,samples,samples_no,sequence_index,standard_deviation,frame
0,22,25.86363636,1,"[33,31,26,33,33,27,28,21,22,22,35,36,29,27,33,27,20,24,25,31,29,23,24,26,26,30,20,20,20,22,27,22,26,27,22,25,29,27,24,20,20,22,20,24]",44,20,4.521735153,30
0,26,27.79545455,1,"[31,35,29,33,35,33,33,28,23,29,31,36,31,30,28,27,20,23,27,25,27,31,28,28,28,27,21,23,27,32,23,23,26,32,31,27,31,27,28,23,20,26,20,27]",44,21,4.157255051,30
0,23,25.90697674,1,"[36,21,28,28,28,28,28,29,26,31,37,31,27,25,25,23,22,28,27,26,27,20,23,29,27,20,20,21,26,25,23,23,30,23,27,31,27,27,25,20,24,20,22]",43,22,4.010782809,30
0,25,28.5,1,"[36,30,36,38,33,37,25,33,30,34,36,38,25,35,27,27,26,24,26,23,24,28,23,26,32,30,25,21,21,27,26,23,25,27,36,30,28,30,29,25,20,26,20,33]",44,23,5.114957546,24
0,23,27.40909091,1,"[33,35,35,38,37,35,27,35,20,31,33,36,31,27,21,27,29,28,27,29,28,29,20,27,29,22,22,20,21,24,26,23,25,26,26,27,29,27,27,23,20,21,20,30]",44,24,5.141342607,24
0,25,29.43181818,0,"[38,35,36,38,37,35,31,34,25,24,36,37,32,35,39,27,26,24,27,32,29,28,20,31,29,25,23,24,24,24,30,24,26,28,28,34,31,30,25,31,21,29,23,30]",44,25,5.100833162,24
0,26,29.34090909,1,"[33,37,30,38,35,33,25,30,28,31,35,36,31,35,27,30,26,31,29,30,28,31,30,28,31,24,26,22,25,29,29,23,31,27,26,25,35,37,29,26,21,23,20,35]",44,26,4.52354657,24
0,23,26.79069767,1,"[36,25,35,37,26,40,25,34,28,21,30,27,29,30,30,27,23,22,24,28,29,29,20,28,30,20,24,20,23,26,23,23,23,28,23,30,37,24,22,21,23,20,29]",43,27,5.101625042,24
0,22,26.09090909,1,"[31,25,30,31,33,35,28,33,21,28,37,38,30,30,25,23,21,21,25,27,28,24,26,22,25,24,20,21,20,20,28,23,24,22,23,25,32,27,28,29,20,20,20,25]",44,28,4.826372232,24
0,23,25.46511628,1,"[34,33,29,33,22,28,25,29,24,25,30,36,28,27,25,25,21,22,26,25,30,25,23,28,26,25,20,21,20,25,26,23,23,21,23,29,25,23,22,20,20,20,30]",43,29,4.078683478,24
0,23,27.84090909,1,"[34,28,33,34,35,37,30,35,29,28,35,39,28,35,22,27,23,23,25,28,27,28,23,30,29,24,25,23,22,20,23,23,25,26,31,33,27,27,30,27,20,21,20,33]",44,30,5.015989234,24
0,25,28.41860465,0,"[34,28,35,37,33,37,33,35,30,25,34,37,30,30,30,30,21,25,29,23,27,28,22,26,27,20,27,23,23,27,23,24,25,30,27,31,36,34,31,21,21,20,33]",43,31,5.086080716,24
0,25,27.74418605,1,"[32,28,33,32,32,38,25,28,22,28,35,35,25,25,22,25,23,29,26,29,30,28,29,28,32,23,31,23,22,32,21,23,28,25,28,25,32,31,34,28,20,28,20]",43,32,4.419076736,30
0,25,27.18181818,1,"[31,25,31,40,36,35,25,34,24,28,30,38,26,30,25,25,22,25,25,25,31,26,25,31,32,25,25,23,22,28,27,24,24,24,26,27,31,27,28,23,20,21,20,26]",44,33,4.586495482,30
0,24,28.22727273,1,"[38,30,35,39,35,37,28,36,24,25,37,38,26,35,28,27,22,26,26,33,32,26,24,27,31,25,22,25,23,23,29,23,24,23,25,27,31,27,32,31,20,25,20,22]",44,34,5.34773865,30
0,25,28.04545455,1,"[38,30,35,36,35,35,35,34,26,24,32,40,29,27,30,27,29,25,27,26,29,25,28,27,31,27,20,27,20,27,25,23,23,22,22,28,34,27,29,34,20,22,20,24]",44,35,5.144220263,24
0,24,27.41860465,1,"[33,25,36,40,35,33,31,31,20,31,40,30,27,24,25,21,24,26,28,30,31,26,26,30,27,23,23,20,26,25,23,24,23,30,25,32,28,30,26,20,26,20,25]",43,36,4.958074502,24
0,24,26.34883721,1,"[26,35,31,31,31,35,30,35,23,26,40,29,25,26,23,24,26,27,24,26,30,24,28,25,24,20,22,20,31,25,23,25,21,26,25,31,25,28,22,20,20,20,25]",43,37,4.618202706,24
0,24,28.6744186,0,"[36,30,35,36,37,34,31,35,27,24,38,32,35,27,27,25,24,26,29,28,28,23,23,34,30,22,25,23,31,25,23,24,23,30,27,34,35,31,37,20,23,20,26]",43,38,5.190288231,30
0,25,29,1,"[33,37,33,37,33,31,25,35,24,25,35,39,28,27,25,21,25,28,32,32,28,26,27,31,30,23,23,22,31,28,24,25,25,30,34,34,38,31,34,22,25,20,31]",43,39,4.980915961,30
0,25,28.18604651,1,"[31,31,31,34,32,33,27,33,28,22,37,38,28,30,27,23,24,27,25,29,29,27,28,27,30,25,23,22,31,27,24,27,22,30,29,35,27,31,31,22,22,20,33]",43,40,4.299810704,30
0,24,27.8372093,1,"[39,31,35,39,35,30,26,33,31,21,36,28,30,26,25,26,26,29,28,24,25,26,32,28,27,22,23,21,22,23,23,24,25,28,27,33,30,33,27,20,23,20,37]",43,41,5.08466524,24
0,26,29,1,"[35,25,33,36,35,34,28,35,28,31,35,32,31,33,27,27,26,27,28,27,30,31,26,27,33,27,23,21,26,21,26,24,26,25,36,28,33,37,34,27,21,27,21,33]",44,42,4.544355047,24
0,23,26.04545455,1,"[28,33,29,31,33,33,26,31,22,21,32,38,30,27,24,25,20,24,26,27,24,26,21,27,24,23,20,22,20,24,24,23,25,25,30,29,32,27,25,24,20,23,20,28]",44,43,4.302268441,24
0,23,26.31818182,1,"[26,33,28,38,26,31,30,20,24,33,34,31,31,27,22,25,21,23,26,30,26,28,22,34,23,25,20,22,23,24,20,23,25,21,34,21,32,25,34,24,20,25,20,28]",44,44,4.835781014,24
0,23,26.06818182,1,"[30,31,30,35,35,33,28,31,24,24,30,31,27,25,30,25,20,23,27,27,26,27,26,26,22,23,20,25,20,25,24,23,23,22,28,27,29,27,23,27,20,22,20,26]",44,45,3.926047348,24
0,24,28.22727273,1,"[36,30,35,40,38,35,33,37,31,30,32,41,25,27,28,27,23,24,23,30,25,27,22,26,31,30,22,24,20,22,24,23,24,26,32,25,32,34,26,32,20,25,20,25]",44,46,5.523159007,24
0,23,26.02272727,1,"[27,30,31,34,28,33,34,31,26,21,28,36,26,25,25,25,21,22,25,25,28,25,20,28,29,25,20,22,20,25,25,23,24,22,28,26,31,27,29,27,20,21,20,27]",44,47,4.134307042,24
0,23,27.02325581,1,"[36,28,35,36,37,31,34,35,21,22,35,35,27,27,27,25,23,21,25,25,23,28,22,27,31,24,25,25,21,23,24,23,22,24,27,30,30,30,27,25,20,26,20]",43,48,4.940061558,24
0,25,27.09302326,1,"[30,28,33,35,28,30,31,29,26,24,34,27,27,30,25,21,24,26,25,25,27,25,23,26,27,26,26,23,27,28,24,25,23,28,30,32,31,28,33,22,26,20,27]",43,49,3.442133568,24
0,24,28.11627907,0,"[35,31,37,37,35,37,33,33,26,25,37,35,26,27,27,27,22,23,25,33,27,31,23,23,32,27,20,25,20,27,25,23,24,24,31,27,33,35,30,29,20,22,20]",43,50,5.296941176,24
